Year,TmaxAn,TminAn,TaveAn,TaveWin,TaveGS,PPTGS,PPTAn,PPTWin,DD5_An,NFFDGS,NFFDAn,PASAn,ErefGS,CMDGS,CMDAn,TreeID,RWI,Elevation,Competition
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,H.2L,0.743677778,H,N
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,H.2L,0.701470429,H,N
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,H.2L,0.767670784,H,N
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,H.2L,0.718925324,H,N
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,H.2L,1.087679252,H,N
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,H.2L,1.235718088,H,N
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,H.2L,1.015507566,H,N
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,H.2L,1.290727925,H,N
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,H.2L,1.306817487,H,N
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,H.2L,0.819219119,H,N
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,H.2L,1.058302376,H,N
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,H.2L,1.345726377,H,N
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,H.2L,1.257638765,H,N
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,H.2L,1.27904429,H,N
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,H.2L,1.29538146,H,N
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,H.2L,1.393574855,H,N
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,H.2L,1.122892085,H,N
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,H.2L,0.8653538,H,N
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,H.2L,0.991038273,H,N
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,H.2L,0.869326957,H,N
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,H.2L,0.914518056,H,N
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,H.2L,0.485974892,H,N
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,H.2L,0.749617438,H,N
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,H.2L,0.863460798,H,N
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,H.2L,0.701744701,H,N
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,H.2L,0.565049062,H,N
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,H.2L,0.891753694,H,N
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,H.2L,0.658064002,H,N
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,H.2L,0.862015306,H,N
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,H.2L,0.812749987,H,N
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,H.2L,0.888229292,H,N
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,H.2L,0.833124697,H,N
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,H.2L,0.82535723,H,N
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,H.2L,0.837958584,H,N
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,H.2L,0.734267741,H,N
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,H.2L,0.800008827,H,N
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,H.2L,0.867122468,H,N
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,H.2L,1.019641906,H,N
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,H.2L,0.955714381,H,N
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,H.2L,0.897490393,H,N
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,H.2L,0.924073744,H,N
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,H.2L,0.989979559,H,N
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,H.2L,1.062983578,H,N
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,H.2L,1.083388285,H,N
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,H.2L,0.941650179,H,N
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,H.2L,0.959723846,H,N
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,H.2L,0.913069034,H,N
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,H.2L,0.98466147,H,N
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,H.2L,0.991305426,H,N
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,H.2L,1.148474268,H,N
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,H.2L,1.415658084,H,N
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,H.2L,0.981468982,H,N
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,H.2L,0.943558255,H,N
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,H.2L,1.175274909,H,N
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,H.2L,1.114967561,H,N
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,H.2L,1.154782242,H,N
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,H.2L,1.096495959,H,N
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,H.2L,1.305995066,H,N
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,H.2L,1.209126785,H,N
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,H.2L,1.597618706,H,N
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,H.2L,1.183732838,H,N
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,H.2L,1.294131924,H,N
1918,24.5,-12.9,5.166666667,-0.1,10.43333333,281,513,232,1269,119,133,139,713,432,538,H.2L,1.012913847,H,N
1917,24.8,-14.1,3.25,-3.166666667,9.666666667,229,473,244,1122,110,124,178,700,472,472,H.2L,0.708287324,H,N
1916,23,-10.6,4.708333333,-0.583333333,10,257,584,327,1152,108,123,182,707,450,516,H.2L,0.945793741,H,N
1915,22.5,-13.8,3.7,-2.183333333,9.583333333,292,595,303,1055,113,129,212,680,389,422,H.2L,0.813768069,H,N
1914,22.9,-13.5,4.533333333,-1.783333333,10.85,234,554,320,1234,132,146,187,704,470,518,H.2L,1.008263958,H,N
1913,24,-14.1,3.775,-2.983333333,10.53333333,258,532,274,1187,122,134,193,721,464,464,H.2L,0.774285209,H,N
1912,22.8,-13.6,3.716666667,-2.116666667,9.55,212,504,292,1069,111,126,153,686,476,476,H.2L,0.877730181,H,N
1911,23.2,-9.7,5.375,0.25,10.5,374,886,512,1238,127,151,204,694,320,320,H.2L,1.000529401,H,N
1910,25.1,-16.6,4.858333333,-1.85,11.56666667,179,472,293,1419,129,146,203,761,580,667,H.2L,0.757275524,H,N
1909,24.3,-13,4.008333333,-2.066666667,10.08333333,346,764,418,1155,116,126,281,692,347,347,H.2L,0.899205069,H,N
1908,23.8,-11.3,4.383333333,-0.933333333,9.7,363,679,316,1130,106,129,217,697,334,366,H.2L,1.150459681,H,N
1907,23.7,-8.1,5.241666667,0.766666667,9.716666667,359,770,411,1109,110,132,170,681,326,361,H.2L,1.222590724,H,N
1906,22.2,-14.2,4.208333333,-1.5,9.916666667,325,651,326,1111,117,129,222,692,367,424,H.2L,1.037459753,H,N
1905,24.5,-11.7,4.433333333,-1.316666667,10.18333333,289,713,424,1181,117,134,259,709,425,461,H.2L,0.965316882,H,N
1904,23.8,-13.7,5.408333333,-0.033333333,10.85,270,401,131,1289,125,143,57,720,450,542,H.2L,0.92377232,H,N
1903,24.8,-14.2,4.2,-2.083333333,10.48333333,347,638,291,1237,127,146,222,696,349,384,H.2L,0.887148492,H,N
1902,25.6,-11.8,5.633333333,-0.216666667,11.48333333,253,443,190,1409,124,144,95,777,522,567,H.2L,0.798275128,H,N
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,H.3L,0.860376025,H,N
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,H.3L,1.224975628,H,N
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,H.3L,1.228942599,H,N
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,H.3L,0.926847403,H,N
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,H.3L,1.252461853,H,N
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,H.3L,1.035100571,H,N
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,H.3L,0.594460476,H,N
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,H.3L,1.001276319,H,N
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,H.3L,0.91382029,H,N
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,H.3L,0.60255154,H,N
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,H.3L,0.759008844,H,N
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,H.3L,1.042966688,H,N
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,H.3L,1.252264602,H,N
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,H.3L,1.378842102,H,N
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,H.3L,1.054038278,H,N
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,H.3L,1.214262709,H,N
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,H.3L,1.087292675,H,N
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,H.3L,0.873087615,H,N
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,H.3L,0.903815715,H,N
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,H.3L,1.001490381,H,N
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,H.3L,1.261905948,H,N
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,H.3L,1.117412199,H,N
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,H.3L,0.886031276,H,N
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,H.3L,0.892867842,H,N
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,H.3L,0.923978187,H,N
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,H.3L,1.133711534,H,N
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,H.3L,0.824903075,H,N
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,H.3L,0.935340184,H,N
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,H.3L,1.222141076,H,N
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,H.3L,1.10284892,H,N
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,H.3L,1.286907164,H,N
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,H.3L,0.720840856,H,N
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,H.3L,0.753728613,H,N
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,H.3L,0.71912555,H,N
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,H.3L,0.85727745,H,N
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,H.3L,0.944159443,H,N
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,H.3L,1.298147216,H,N
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,H.3L,0.922444319,H,N
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,H.3L,0.884745318,H,N
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,H.3L,1.130969351,H,N
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,H.3L,0.809116276,H,N
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,H.3L,0.963908305,H,N
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,H.3L,1.308055731,H,N
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,H.3L,1.20071701,H,N
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,H.3L,1.387110356,H,N
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,H.3L,1.39324027,H,N
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,H.3L,1.511830048,H,N
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,H.3L,1.214478742,H,N
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,H.3L,0.832412147,H,N
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,H.3L,1.092100843,H,N
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,H.3L,0.803480069,H,N
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,H.3L,0.83301415,H,N
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,H.3L,0.698640534,H,N
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,H.3L,0.8311939,H,N
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,H.3L,0.949761553,H,N
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,H.3L,0.698225625,H,N
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,H.3L,0.779715849,H,N
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,H.3L,0.991790451,H,N
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,H.3L,0.975634827,H,N
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,H.3L,0.865568447,H,N
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,H.3L,0.821419814,H,N
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,H.3L,0.835804682,H,N
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,H.3L,1.013878886,H,N
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,H.3L,0.852714149,H,N
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,H.3L,0.920836836,H,N
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,H.3L,0.791336247,H,N
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,H.3L,1.056744138,H,N
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,H.3L,1.144205688,H,N
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,H.3L,0.930292757,H,N
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,H.3L,0.935127283,H,N
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,H.3L,1.102694787,H,N
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,H.3L,0.804638846,H,N
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,H.3L,0.6171316,H,N
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,H.3L,0.700526653,H,N
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,H.3L,0.942293707,H,N
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,H.3L,0.951734329,H,N
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,H.3L,1.064628863,H,N
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,H.3L,0.834809745,H,N
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,H.3L,0.997254444,H,N
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,H.3L,0.972128559,H,N
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,H.3L,1.1181755,H,N
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,H.3L,1.273222943,H,N
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,H.3L,1.08272256,H,N
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,H.3L,1.168143725,H,N
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,H.3L,1.104463945,H,N
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,H.3L,1.199683271,H,N
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,H.3L,1.127762398,H,N
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,H.3L,1.135678741,H,N
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,H.3L,1.334589584,H,N
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,H.3L,0.83321192,H,N
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,H.3L,1.346325754,H,N
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,H.3L,1.031851363,H,N
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,H.3L,1.227285635,H,N
1918,24.5,-12.9,5.166666667,-0.1,10.43333333,281,513,232,1269,119,133,139,713,432,538,H.3L,1.189002304,H,N
1917,24.8,-14.1,3.25,-3.166666667,9.666666667,229,473,244,1122,110,124,178,700,472,472,H.3L,0.738794363,H,N
1916,23,-10.6,4.708333333,-0.583333333,10,257,584,327,1152,108,123,182,707,450,516,H.3L,0.982796569,H,N
1915,22.5,-13.8,3.7,-2.183333333,9.583333333,292,595,303,1055,113,129,212,680,389,422,H.3L,0.885744745,H,N
1914,22.9,-13.5,4.533333333,-1.783333333,10.85,234,554,320,1234,132,146,187,704,470,518,H.3L,0.997304617,H,N
1913,24,-14.1,3.775,-2.983333333,10.53333333,258,532,274,1187,122,134,193,721,464,464,H.3L,0.927487299,H,N
1912,22.8,-13.6,3.716666667,-2.116666667,9.55,212,504,292,1069,111,126,153,686,476,476,H.3L,0.837345168,H,N
1911,23.2,-9.7,5.375,0.25,10.5,374,886,512,1238,127,151,204,694,320,320,H.3L,1.165530937,H,N
1910,25.1,-16.6,4.858333333,-1.85,11.56666667,179,472,293,1419,129,146,203,761,580,667,H.3L,0.883032532,H,N
1909,24.3,-13,4.008333333,-2.066666667,10.08333333,346,764,418,1155,116,126,281,692,347,347,H.3L,0.961669092,H,N
1908,23.8,-11.3,4.383333333,-0.933333333,9.7,363,679,316,1130,106,129,217,697,334,366,H.3L,1.007153863,H,N
1907,23.7,-8.1,5.241666667,0.766666667,9.716666667,359,770,411,1109,110,132,170,681,326,361,H.3L,1.194250007,H,N
1906,22.2,-14.2,4.208333333,-1.5,9.916666667,325,651,326,1111,117,129,222,692,367,424,H.3L,0.960950379,H,N
1905,24.5,-11.7,4.433333333,-1.316666667,10.18333333,289,713,424,1181,117,134,259,709,425,461,H.3L,1.003212879,H,N
1904,23.8,-13.7,5.408333333,-0.033333333,10.85,270,401,131,1289,125,143,57,720,450,542,H.3L,0.914775858,H,N
1903,24.8,-14.2,4.2,-2.083333333,10.48333333,347,638,291,1237,127,146,222,696,349,384,H.3L,0.937519317,H,N
1902,25.6,-11.8,5.633333333,-0.216666667,11.48333333,253,443,190,1409,124,144,95,777,522,567,H.3L,0.813095347,H,N
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,H.4L,1.063569494,H,N
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,H.4L,1.090140352,H,N
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,H.4L,0.946288276,H,N
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,H.4L,0.910591428,H,N
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,H.4L,1.317139655,H,N
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,H.4L,0.782373357,H,N
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,H.4L,1.006316433,H,N
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,H.4L,1.132150532,H,N
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,H.4L,0.767252214,H,N
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,H.4L,0.757467259,H,N
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,H.4L,0.83512526,H,N
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,H.4L,0.774974692,H,N
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,H.4L,1.21934203,H,N
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,H.4L,1.098222583,H,N
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,H.4L,0.99139544,H,N
