Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,B,T8,A,B-T8-A,PIPO-M-B-T8-A,,,2014,0,0,0,0,0,91,RINGWIDTH,1,NotAFile,3/17/2015 14:53,                   ,,3977 22408 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],552.0000 18776.0000 300.0000 284.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,195.0683,0.69,0.836,0.995,1.28,1.354,1.46,1.109,1.026,0.846,1.248,0.677,0.709,0.094,0.783,0.94,1.595,1.256,1.528,1.034,1.803,1.442,1.143,1.523,1.426,1.729,1.394,1.915,1.604,1.821,1.651,1.645,1.613,1.447,1.589,1.016,1.179,1.137,0.737,1.424,1.99,1.306,1.643,1.258,1.212,0.933,1.876,1.752,1.889,1.911,1.853,1.425,1.401,1.459,2.019,1.448,0.856,1.693,2.477,1.938,2.235,2.359,1.998,2.095,1.914,1.872,3.474,2.394,3.203,2.749,3.377,2.981,4.294,3.012,4.253,3.462,3.392,4.653,4.876,4.421,3.773,3.97,3.086,3.273,2.741,3.639,3.956,3.457,3.882,4.053,3.52,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,B,T8,B,B-T8-B,PIPO-M-B-T8-B,,,2014,0,0,0,0,0,95,RINGWIDTH,1,NotAFile,3/17/2015 14:53,                   ,,3977 22408 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],3504.0000 20160.0000 3496.0000 1636.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,195.6796,0.87,0.811,0.811,1.272,1.237,1.227,1.039,1.127,0.738,0.94,0.602,0.654,0.125,0.663,1.038,1.845,1.048,1.28,0.833,1.681,1.291,1.398,1.834,1.267,1.688,1.377,1.649,1.496,1.904,1.347,1.221,1.494,1.335,1.649,1.063,1.103,1.111,0.868,1.119,1.693,1.112,1.123,0.937,1.029,0.585,1.512,1.471,1.409,1.775,1.967,1.222,1.137,1.389,1.35,1.401,0.904,1.797,2.172,1.755,2.232,2.169,1.881,2.231,1.58,1.638,2.855,2.259,2.764,2.85,3.005,2.723,3.479,2.857,3.64,2.668,2.768,4.015,4.169,5.016,3.657,4.086,3.157,3.325,2.323,3.001,3.407,2.567,3.536,3.867,2.38,2.716,3.649,3.433,4.607,0.312,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,C,T2,A,C-T2-A,PIPO-M-C-T2-A,,,2014,0,0,0,0,0,82,RINGWIDTH,1,NotAFile,3/17/2015 15:22,                   ,,3977 20518 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],584.0000 14530.0000 500.0000 2902.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.5913,0.369,0.718,0.727,0.929,1.041,0.881,0.839,1.547,0.761,0.811,0.677,0.498,0.079,0.872,0.888,1.04,0.8,1.206,0.63,1.2,0.797,0.874,1.237,1.11,1.058,1.088,1.291,1.208,1.704,0.861,1.114,1.814,1.532,1.121,1.351,1.486,1.097,0.367,1.17,1.106,0.844,0.771,1.098,0.848,0.368,1.83,1.291,1.672,1.661,2.307,1.73,1.17,1.585,1.586,1.364,0.614,1.942,2.541,2.039,2.147,2.166,2.272,2.155,1.614,1.795,2.145,1.86,2.73,2.232,2.075,2.412,2.537,2.593,3.044,2.131,2.336,2.623,3.48,3.365,3.203,2.673,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,C,T2,B,C-T2-B,PIPO-M-C-T2-B,,,2014,0,0,0,0,0,99,RINGWIDTH,1,NotAFile,3/17/2015 15:22,                   ,,3977 20518 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],3540.0000 19932.0000 3490.0000 242.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,208.3347,0.205,0.236,0.44,0.517,0.61,0.715,0.473,0.751,0.464,0.479,0.575,0.519,0.067,0.475,0.453,0.75,0.636,1.076,0.426,1.165,0.795,0.832,1.121,1.138,1.235,0.989,0.784,0.861,1.392,0.823,0.913,1.133,0.58,0.44,0.4,0.502,0.492,0.095,0.138,0.127,0.111,0.1,0.206,0.476,0.844,1.544,1.29,1.569,1.845,2.003,1.375,1.178,1.571,1.916,1.402,0.798,2.01,2.24,1.653,2.101,2.235,1.995,2.474,1.858,1.983,2.697,2.56,3.963,2.614,2.687,2.643,3.576,3.682,3.897,3.518,2.568,3.54,4.389,3.986,4.189,3.131,3.123,3.448,3.135,4.06,4.426,5.055,5.597,5.027,3.695,4.802,5.481,5.263,5.266,5.801,5.913,6.094,4.976,0.86,,,,,,,,,,,,,,,,,,
PIPO,M,D,T2,A,D-T2-A,PIPO-M-D-T2-A,,,2014,0,0,0,0,0,86,RINGWIDTH,1,NotAFile,3/17/2015 19:36,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],612.0000 15864.0000 561.0000 2115.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,144.7027,1.099,0.984,0.955,1.28,1.017,1.467,1.17,1.368,0.98,1.005,0.824,0.845,0.137,0.888,0.831,1.755,1.129,1.437,1.005,1.297,0.964,0.896,1.661,1.268,1.535,0.95,1.457,1.44,1.808,1.238,1.172,1.602,1.09,1.065,0.951,1.418,1.048,0.423,1.164,1.364,1.279,1.205,1.407,1.333,1.365,1.852,1.744,1.806,1.524,1.838,1.214,1.1,1.226,1.162,1.574,1.076,1.867,2.22,1.65,1.892,2.071,2.313,1.788,1.702,2.354,2.98,2.283,3.073,2.507,2.654,2.994,3.524,2.369,3.84,3.248,2.6,3.363,4.263,3.364,2.327,2.092,2.228,2.492,1.629,1.803,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,D,T2,B,D-T2-B,PIPO-M-D-T2-B,,,2014,0,0,0,0,0,80,RINGWIDTH,1,NotAFile,3/17/2015 19:36,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],3479.0000 13052.0000 3447.0000 359.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,134.3013,1.021,1.086,1.027,0.956,1.086,1.211,1.01,1.378,1.01,1.295,0.801,0.791,0.285,0.751,0.792,1.667,1.107,1.378,1.073,1.756,1.192,0.987,1.538,1.271,1.278,0.979,1.451,1.182,1.687,1.34,1.193,1.52,1.248,1.142,0.878,1.195,0.973,0.475,0.992,1.214,0.867,1.343,1.312,1.565,1.321,1.403,1.554,1.881,1.585,2.041,1.394,1.11,1.479,1.127,1.499,1.097,1.97,2.153,1.975,2.148,1.862,2.158,1.873,1.725,2.407,2.951,2.312,2.939,2.783,2.765,3.114,4.116,2.491,3.68,2.475,2.376,3.194,3.817,3.993,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,D,T3,A,D-T3-A,PIPO-M-D-T3-A,,,2014,0,0,0,0,0,102,RINGWIDTH,1,NotAFile,3/17/2015 19:44,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],674.0000 13510.0000 596.0000 708.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,134.4145,0.403,0.25,0.323,0.49,0.454,0.715,0.506,0.61,0.274,0.513,0.279,0.341,0.066,0.469,0.385,1.059,0.576,0.986,0.431,1.015,0.825,0.915,0.928,0.655,0.828,0.446,0.923,0.771,1.054,0.689,0.74,1.083,0.963,0.915,0.598,0.764,0.639,0.249,0.637,1.002,0.619,1.144,0.777,1.14,1.265,1.574,1.409,1.265,1.375,1.446,0.833,0.573,0.899,1.006,1.06,0.881,0.987,1.658,1.109,1.143,1.408,1.387,1.132,1.271,1.133,1.647,1.28,1.553,1.498,1.673,1.689,2.154,1.837,2.281,1.65,1.635,1.723,2.113,1.737,1.58,1.298,1.645,2.262,1.646,2.351,2.221,1.983,2.256,2.332,2.111,1.889,2.258,1.942,2.438,2.948,2.904,2.526,2.392,3.367,2.872,3.494,0.787,,,,,,,,,,,,,,,
PIPO,M,D,T3,A,D-T3-A,PIPO-M-D-T3-A,,,2014,0,0,0,0,0,102,RINGWIDTH,1,PIPO-M-D-T3_both.tif,3/17/2015 19:49,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],674.0000 13510.0000 596.0000 708.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,134.4145,0.403,0.25,0.323,0.49,0.454,0.715,0.506,0.61,0.274,0.513,0.279,0.341,0.066,0.469,0.385,1.059,0.576,0.986,0.431,1.015,0.825,0.915,0.928,0.655,0.828,0.446,0.923,0.771,1.054,0.689,0.74,1.083,0.963,0.915,0.598,0.764,0.639,0.249,0.637,1.002,0.619,1.144,0.777,1.14,1.265,1.574,1.409,1.265,1.375,1.446,0.833,0.573,0.899,1.006,1.06,0.881,0.987,1.658,1.109,1.143,1.408,1.387,1.132,1.271,1.133,1.647,1.28,1.553,1.498,1.673,1.689,2.154,1.837,2.281,1.65,1.635,1.723,2.113,1.737,1.58,1.298,1.645,2.262,1.646,2.351,2.221,1.983,2.256,2.332,2.111,1.889,2.258,1.942,2.438,2.948,2.904,2.526,2.392,3.367,2.872,3.494,0.787,,,,,,,,,,,,,,,
PIPO,M,D,T3,B,D-T3-B,PIPO-M-D-T3-B,,,2014,0,0,0,0,0,101,RINGWIDTH,1,PIPO-M-D-T3_both.tif,3/17/2015 19:49,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3546.0000 15048.0000 3172.0000 1024.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,148.4363,0.305,0.37,0.423,0.455,0.603,0.674,0.536,0.976,0.631,0.864,0.422,0.497,0.092,0.631,0.677,1.33,0.738,0.875,0.862,1.524,1.038,1.061,1.068,0.825,1.079,0.747,1.329,1.063,1.522,0.901,1.095,1.318,1.143,1.231,0.854,0.822,0.864,0.443,0.864,1.095,0.737,1.265,0.906,1.211,1.253,1.357,1.358,1.296,1.236,1.468,0.971,0.676,0.803,1.031,0.908,0.57,1.206,1.614,1.215,1.352,1.255,1.251,1.252,1.085,1.097,2.069,1.431,1.904,1.756,2.031,2.127,2.539,2.201,2.26,2.096,1.638,2.155,2.42,2.146,2.05,1.54,2.131,2.638,2.09,2.864,2.748,2.346,3.063,3.119,2.595,2.439,2.845,2.203,3.42,2.704,3.23,2.328,2.37,3.172,2.862,0.19,,,,,,,,,,,,,,,,
PIPO,M,E,T6,A,E-T6-A,PIPO-M-E-T6-A,,,2014,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,3/17/2015 20:05,                   ,,3977 21109 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],597.0000 19350.0000 588.0000 2586.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,176.8829,0.339,0.465,0.665,0.677,0.635,0.645,0.476,0.762,0.434,0.825,0.592,0.613,0.053,0.464,0.631,1.376,0.786,0.94,0.697,1.222,1.062,0.972,1.087,0.843,1.237,1.044,1.38,1.138,2.395,1.58,1.251,1.544,1.312,1.242,0.727,1.456,1.365,0.56,1.235,1.742,1.128,1.591,1.35,1.097,1.047,1.069,1.457,1.307,1.228,1.247,0.957,0.704,1.136,1.427,1.312,0.815,1.492,1.862,1.639,1.586,1.87,1.742,1.946,1.752,1.65,2.243,1.738,2.436,2.116,2.336,2.065,2.334,2.051,2.213,2.114,1.738,2.231,2.085,2.015,2.356,2.183,1.811,2.029,2.517,3.148,3.844,3.414,2.707,4.034,2.793,3.158,4.372,3.793,4.231,3.759,4.394,4.362,4.316,4.354,0.503,,,,,,,,,,,,,,,,,
PIPO,M,E,T6,B,E-T6-B,PIPO-M-E-T6-B,,,2014,0,0,0,0,0,109,RINGWIDTH,1,NotAFile,3/17/2015 20:05,                   ,,3977 21109 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],3446.0000 16632.0000 3473.0000 224.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,173.2381,0.279,0.269,0.414,0.503,0.417,0.48,0.417,0.711,0.419,0.66,0.441,0.502,0.042,0.552,0.55,0.991,0.546,0.662,0.567,1.002,0.961,0.575,1.167,0.735,0.892,0.726,0.757,0.905,1.263,0.901,0.792,1.102,0.836,0.962,0.763,1.14,0.883,0.513,0.817,1.162,1.068,1.355,1.117,0.998,0.808,1.026,1.363,1.263,1.378,1.127,0.891,0.684,1.029,1.117,1.266,0.856,1.231,1.742,1.49,1.133,1.351,1.01,1.145,0.797,1.091,1.571,1.133,1.424,1.2,1.735,1.566,1.797,2.277,1.978,1.576,1.485,2.16,1.406,1.555,1.318,1.281,1.613,2.422,2.204,2.895,2.139,2.937,3.107,3.961,2.477,3.224,4.246,3.197,4.867,4.075,4.007,2.939,2.58,3.257,3.159,2.955,4.184,4.393,4.484,3.22,3.237,3.275,3.713,0.212,,,,,,,,
PIPO,M,D,T3,A,D-T3-A,PIPO-M-D-T3-A,,,2014,0,0,0,0,0,102,RINGWIDTH,1,PIPO-M-D-T3_both.tif,3/17/2015 20:08,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],674.0000 13510.0000 596.0000 708.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,134.4145,0.403,0.25,0.323,0.49,0.454,0.715,0.506,0.61,0.274,0.513,0.279,0.341,0.066,0.469,0.385,1.059,0.576,0.986,0.431,1.015,0.825,0.915,0.928,0.655,0.828,0.446,0.923,0.771,1.054,0.689,0.74,1.083,0.963,0.915,0.598,0.764,0.639,0.249,0.637,1.002,0.619,1.144,0.777,1.14,1.265,1.574,1.409,1.265,1.375,1.446,0.833,0.573,0.899,1.006,1.06,0.881,0.987,1.658,1.109,1.143,1.408,1.387,1.132,1.271,1.133,1.647,1.28,1.553,1.498,1.673,1.689,2.154,1.837,2.281,1.65,1.635,1.723,2.113,1.737,1.58,1.298,1.645,2.262,1.646,2.351,2.221,1.983,2.256,2.332,2.111,1.889,2.258,1.942,2.438,2.948,2.904,2.526,2.392,3.367,2.872,3.494,0.787,,,,,,,,,,,,,,,
PIPO,M,D,T3,B,D-T3-B,PIPO-M-D-T3-B,,,2014,0,0,0,0,0,101,RINGWIDTH,1,PIPO-M-D-T3_both.tif,3/17/2015 20:08,                   ,,3977 16895 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3546.0000 15048.0000 3172.0000 1024.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,148.4363,0.305,0.37,0.423,0.455,0.603,0.674,0.536,0.976,0.631,0.864,0.422,0.497,0.092,0.631,0.677,1.33,0.738,0.875,0.862,1.524,1.038,1.061,1.068,0.825,1.079,0.747,1.329,1.063,1.522,0.901,1.095,1.318,1.143,1.231,0.854,0.822,0.864,0.443,0.864,1.095,0.737,1.265,0.906,1.211,1.253,1.357,1.358,1.296,1.236,1.468,0.971,0.676,0.803,1.031,0.908,0.57,1.206,1.614,1.215,1.352,1.255,1.251,1.252,1.085,1.097,2.069,1.431,1.904,1.756,2.031,2.127,2.539,2.201,2.26,2.096,1.638,2.155,2.42,2.146,2.05,1.54,2.131,2.638,2.09,2.864,2.748,2.346,3.063,3.119,2.595,2.439,2.845,2.203,3.42,2.704,3.23,2.328,2.37,3.172,2.862,0.19,,,,,,,,,,,,,,,,
PIPO,H,A,T01,A,A-T01-A,PIPO-H-A-T01-A,,,2014,0,0,0,0,0,84,RINGWIDTH,1,NotAFile,3/18/2015 18:38,                   ,,5198 20951 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],411.0000 16290.0000 540.0000 750.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.4751,0.377,0.143,0.507,0.527,0.377,0.944,0.787,0.685,0.527,0.454,0.389,0.456,0.642,0.621,0.468,0.5,0.688,0.579,0.61,0.549,0.506,0.68,0.575,0.695,0.803,0.839,0.548,0.556,0.617,0.421,0.456,0.586,0.527,0.712,0.252,0.692,0.942,0.794,0.804,0.733,0.779,0.766,0.735,0.628,0.769,0.828,0.726,0.658,0.468,0.734,0.64,0.773,0.434,0.719,0.647,1.043,1.128,1.643,1.472,1.896,1.647,1.509,2.372,1.376,2.076,1.825,2.43,1.929,2.886,2.219,2.674,2.876,2.387,3.488,2.876,2.701,2.979,2.931,3.709,3.227,2.247,2.729,3.784,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,A,T01,B,A-T01-B,PIPO-H-A-T01-B,,,2014,0,0,0,0,0,98,RINGWIDTH,1,NotAFile,3/18/2015 18:38,                   ,,5198 20951 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],4182.0000 18964.0000 4496.0000 166.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,148.7246,0.419,0.248,0.698,0.787,0.698,0.698,0.613,0.833,0.658,0.693,0.59,0.491,0.4,0.561,0.75,0.649,0.597,0.637,0.815,0.683,0.629,0.648,0.39,0.406,0.37,0.394,0.503,0.721,0.5,0.407,0.42,0.313,0.047,0.217,0.344,0.408,0.133,0.529,0.755,0.68,0.657,0.669,0.68,0.911,1.275,1.095,1.039,1.406,1.116,0.708,0.6,0.894,0.734,0.943,0.683,0.961,0.844,1.285,1.292,2.048,1.703,1.731,1.678,1.761,2.313,1.843,2.872,2.038,2.589,2.18,2.778,2.386,3.173,3.23,2.412,3.103,3.226,3.579,2.85,3.509,2.991,2.841,2.615,3.037,2.719,3.24,3.419,3.949,3.32,2.54,2.658,1.952,2.667,2.425,2.971,2.92,2.061,0.367,,,,,,,,,,,,,,,,,,,
PIPO,H,A,T7,A,A-T7-A,PIPO-H-A-T7-A,,,2014,0,0,0,0,0,80,RINGWIDTH,1,NotAFile,3/18/2015 23:18,                   ,,5198 30508 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],672.0000 28824.0000 524.0000 1896.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,213.6911,0.779,0.87,1.168,1.645,1.667,1.687,2.148,3.749,2.484,2.036,1.958,1.595,0.333,2.118,2.528,2.786,2.013,2.432,2.048,2.493,2.443,2.103,2.699,2.621,2.468,2.571,2.69,3.003,3.221,2.317,2.842,3.792,2.98,2.366,1.533,1.467,1.599,1.269,1.954,2.301,2.476,2.326,2.99,3.213,2.739,2.792,2.317,2.9,2.456,2.618,1.902,1.882,2.49,2.919,2.91,2.744,3.073,2.792,3.438,3.546,3.262,2.9,2.663,2.213,1.92,3.188,3.3,3.391,2.825,3.149,2.828,3.832,3.359,4.557,4.136,4.29,4.7,5.085,3.998,0.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,A,T7,B,A-T7-B,PIPO-H-A-T7-B,,,2014,0,0,0,0,0,90,RINGWIDTH,1,NotAFile,3/18/2015 23:18,                   ,,5198 30508 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],4586.0000 30126.0000 4264.0000 178.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,237.6669,0.935,0.67,1.53,1.731,1.877,1.749,1.112,2.744,1.762,1.72,1.547,1.23,0.306,2.35,1.952,2.504,1.621,1.962,1.715,1.636,1.884,1.932,1.998,2.192,1.856,1.968,2.267,2.635,2.444,1.737,1.98,3.38,2.534,2.288,1.628,1.755,1.815,1.456,2.387,2.478,2.652,2.041,3.316,2.491,3.269,2.612,2.841,2.984,2.729,3.069,2.532,2.151,2.216,2.256,2.571,2.505,3.634,2.935,2.914,3.379,2.92,3.257,2.635,2.487,2.17,2.983,2.68,3.953,2.835,3.022,2.283,4.079,3.304,4.65,4.17,4.612,4.799,5.28,3.955,3.755,4.362,3.811,3.795,3.367,3.307,3.728,3.66,4.778,3.674,1.603,,,,,,,,,,,,,,,,,,,,,,,,,,,
